courier_id,city_id,city_name,vehicle_type,status,orders_handled,avg_delivery_time,avg_estimated_sla,avg_shift_earnings,total_earnings,avg_rating_given,avg_acceptance_rate,avg_completion_rate
COU_7_0844,7,Dusseldorf,bicycle,active,0,0.00,0.00,55.37,775.22,0.00,0.751,0.809
COU_7_0845,7,Dusseldorf,bicycle,active,0,0.00,0.00,40.81,489.66,0.00,0.753,0.796
COU_7_0846,7,Dusseldorf,bike,churned,0,0.00,0.00,51.34,667.38,0.00,0.781,0.767
COU_7_0847,7,Dusseldorf,scooter,churned,0,0.00,0.00,51.84,673.92,0.00,0.744,0.785
COU_7_0848,7,Dusseldorf,scooter,churned,0,0.00,0.00,54.38,652.6,0.00,0.831,0.785
COU_7_0849,7,Dusseldorf,car,inactive,0,0.00,0.00,60.72,850.03,0.00,0.777,0.777
COU_7_0850,7,Dusseldorf,bike,churned,0,0.00,0.00,48.35,725.31,0.00,0.825,0.772
COU_7_0851,7,Dusseldorf,car,active,0,0.00,0.00,37.78,566.72,0.00,0.783,0.796
COU_7_0852,7,Dusseldorf,car,suspended,0,0.00,0.00,56.63,792.78,0.00,0.736,0.777
COU_7_0853,7,Dusseldorf,car,suspended,0,0.00,0.00,59.3,770.88,0.00,0.723,0.792
COU_7_0854,7,Dusseldorf,bike,churned,0,0.00,0.00,51.98,675.78,0.00,0.754,0.737
COU_7_0855,7,Dusseldorf,bike,suspended,0,0.00,0.00,48.31,531.45,0.00,0.714,0.839
COU_7_0857,7,Dusseldorf,bicycle,active,0,0.00,0.00,52.76,685.9,0.00,0.782,0.8
COU_7_0858,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,51.35,718.96,0.00,0.793,0.742
COU_7_0859,7,Dusseldorf,bike,inactive,0,0.00,0.00,50.8,711.14,0.00,0.73,0.808
COU_7_0860,7,Dusseldorf,car,active,0,0.00,0.00,49.39,740.86,0.00,0.796,0.804
COU_7_0861,7,Dusseldorf,scooter,active,0,0.00,0.00,65.17,912.37,0.00,0.697,0.723
COU_7_0862,7,Dusseldorf,scooter,active,0,0.00,0.00,50.76,710.71,0.00,0.737,0.777
COU_7_0863,7,Dusseldorf,bike,suspended,0,0.00,0.00,61.33,674.62,0.00,0.805,0.821
COU_7_0864,7,Dusseldorf,bike,inactive,0,0.00,0.00,53.25,905.22,0.00,0.731,0.801
COU_7_0865,7,Dusseldorf,bicycle,churned,0,0.00,0.00,53.6,911.17,0.00,0.775,0.763
COU_7_0866,7,Dusseldorf,car,active,0,0.00,0.00,55.51,777.18,0.00,0.758,0.777
COU_7_0867,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,59.59,834.21,0.00,0.755,0.764
COU_7_0868,7,Dusseldorf,bike,churned,0,0.00,0.00,59.47,832.52,0.00,0.696,0.778
COU_7_0869,7,Dusseldorf,car,inactive,0,0.00,0.00,54.81,712.54,0.00,0.714,0.74
COU_7_0870,7,Dusseldorf,bike,inactive,0,0.00,0.00,45.11,631.58,0.00,0.813,0.782
COU_7_0872,7,Dusseldorf,bike,suspended,0,0.00,0.00,56.91,739.83,0.00,0.774,0.762
COU_7_0873,7,Dusseldorf,bike,active,0,0.00,0.00,41.37,661.87,0.00,0.718,0.744
COU_7_0874,7,Dusseldorf,car,inactive,0,0.00,0.00,50.7,557.72,0.00,0.799,0.777
COU_7_0875,7,Dusseldorf,scooter,suspended,0,0.00,0.00,55.93,838.99,0.00,0.793,0.799
COU_7_0876,7,Dusseldorf,car,suspended,0,0.00,0.00,63.55,889.65,0.00,0.733,0.776
COU_7_0878,7,Dusseldorf,scooter,suspended,0,0.00,0.00,52.63,684.25,0.00,0.748,0.782
COU_7_0879,7,Dusseldorf,car,active,0,0.00,0.00,42.67,640.09,0.00,0.783,0.777
COU_7_0880,7,Dusseldorf,bicycle,churned,0,0.00,0.00,48.59,680.21,0.00,0.736,0.785
COU_7_0881,7,Dusseldorf,car,inactive,0,0.00,0.00,50.71,709.98,0.00,0.725,0.806
COU_7_0882,7,Dusseldorf,bicycle,churned,0,0.00,0.00,57.65,518.84,0.00,0.706,0.776
COU_7_0883,7,Dusseldorf,car,suspended,0,0.00,0.00,52.16,834.63,0.00,0.811,0.79
COU_7_0884,7,Dusseldorf,scooter,active,0,0.00,0.00,46.88,750.06,0.00,0.7,0.775
COU_7_0885,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,50.29,603.46,0.00,0.679,0.748
COU_7_0886,7,Dusseldorf,car,churned,0,0.00,0.00,51.41,822.61,0.00,0.755,0.742
COU_7_0887,7,Dusseldorf,bike,inactive,0,0.00,0.00,58.21,640.36,0.00,0.693,0.741
COU_7_0888,7,Dusseldorf,scooter,inactive,0,0.00,0.00,43.7,611.79,0.00,0.717,0.775
COU_7_0889,7,Dusseldorf,scooter,active,0,0.00,0.00,54.77,821.55,0.00,0.744,0.819
COU_7_0890,7,Dusseldorf,scooter,inactive,0,0.00,0.00,55.35,830.21,0.00,0.728,0.778
COU_7_0891,7,Dusseldorf,bike,active,0,0.00,0.00,43.76,568.83,0.00,0.768,0.759
COU_7_0892,7,Dusseldorf,bike,inactive,0,0.00,0.00,60.78,850.92,0.00,0.727,0.77
COU_7_0893,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,55.63,667.51,0.00,0.762,0.785
COU_7_0894,7,Dusseldorf,car,churned,0,0.00,0.00,49.13,786.06,0.00,0.735,0.769
COU_7_0895,7,Dusseldorf,bike,suspended,0,0.00,0.00,52.85,739.91,0.00,0.751,0.786
COU_7_0896,7,Dusseldorf,scooter,active,0,0.00,0.00,48.7,827.94,0.00,0.753,0.718
COU_7_0897,7,Dusseldorf,car,inactive,0,0.00,0.00,69.41,971.68,0.00,0.792,0.757
COU_7_0898,7,Dusseldorf,bicycle,churned,0,0.00,0.00,52.89,740.44,0.00,0.772,0.792
COU_7_0899,7,Dusseldorf,car,churned,0,0.00,0.00,58.53,819.44,0.00,0.698,0.798
COU_7_0900,7,Dusseldorf,bike,churned,0,0.00,0.00,48.5,678.96,0.00,0.747,0.795
COU_7_0901,7,Dusseldorf,bike,active,0,0.00,0.00,53.58,696.59,0.00,0.734,0.776
COU_7_0902,7,Dusseldorf,bicycle,churned,0,0.00,0.00,55.3,829.52,0.00,0.758,0.761
COU_7_0903,7,Dusseldorf,car,churned,0,0.00,0.00,56.69,850.28,0.00,0.719,0.789
COU_7_0904,7,Dusseldorf,car,inactive,0,0.00,0.00,59.96,899.37,0.00,0.768,0.817
COU_7_0905,7,Dusseldorf,scooter,inactive,0,0.00,0.00,55.36,719.64,0.00,0.745,0.767
COU_7_0906,7,Dusseldorf,bike,active,0,0.00,0.00,55.97,727.61,0.00,0.729,0.759
COU_7_0907,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,50.14,802.3,0.00,0.752,0.748
COU_7_0908,7,Dusseldorf,car,churned,0,0.00,0.00,57.16,743.06,0.00,0.691,0.773
COU_7_0909,7,Dusseldorf,car,suspended,0,0.00,0.00,48.19,867.46,0.00,0.802,0.748
COU_7_0910,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,54.5,762.96,0.00,0.783,0.81
COU_7_0911,7,Dusseldorf,scooter,suspended,0,0.00,0.00,51.34,821.51,0.00,0.762,0.75
COU_7_0912,7,Dusseldorf,bike,churned,0,0.00,0.00,59.99,779.85,0.00,0.777,0.783
COU_7_0913,7,Dusseldorf,bike,active,0,0.00,0.00,51.97,883.49,0.00,0.762,0.771
COU_7_0914,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,43.38,563.9,0.00,0.739,0.764
COU_7_0915,7,Dusseldorf,scooter,suspended,0,0.00,0.00,52.59,893.99,0.00,0.745,0.808
COU_7_0916,7,Dusseldorf,bicycle,churned,0,0.00,0.00,48.46,775.32,0.00,0.735,0.794
COU_7_0917,7,Dusseldorf,scooter,inactive,0,0.00,0.00,53.39,694.04,0.00,0.744,0.76
COU_7_0918,7,Dusseldorf,scooter,churned,0,0.00,0.00,67.96,951.42,0.00,0.743,0.741
COU_7_0919,7,Dusseldorf,car,churned,0,0.00,0.00,48.2,723.01,0.00,0.697,0.774
COU_7_0920,7,Dusseldorf,scooter,active,0,0.00,0.00,39.01,546.13,0.00,0.76,0.774
COU_7_0922,7,Dusseldorf,car,suspended,0,0.00,0.00,54.23,759.23,0.00,0.733,0.763
COU_7_0923,7,Dusseldorf,bike,suspended,0,0.00,0.00,59.9,598.98,0.00,0.776,0.781
COU_7_0924,7,Dusseldorf,bike,active,0,0.00,0.00,57.04,912.69,0.00,0.725,0.771
COU_7_0925,7,Dusseldorf,bicycle,active,0,0.00,0.00,50.6,657.79,0.00,0.765,0.752
COU_7_0926,7,Dusseldorf,car,churned,0,0.00,0.00,58.35,933.53,0.00,0.785,0.751
COU_7_0927,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,49.39,592.68,0.00,0.809,0.78
COU_7_0928,7,Dusseldorf,scooter,suspended,0,0.00,0.00,46.33,694.95,0.00,0.749,0.753
COU_7_0930,7,Dusseldorf,bike,suspended,0,0.00,0.00,53.6,804.07,0.00,0.759,0.779
COU_7_0931,7,Dusseldorf,bike,active,0,0.00,0.00,41.99,587.84,0.00,0.778,0.781
COU_7_0932,7,Dusseldorf,scooter,churned,0,0.00,0.00,56.27,675.2,0.00,0.794,0.744
COU_7_0933,7,Dusseldorf,bicycle,inactive,0,0.00,0.00,47.49,569.93,0.00,0.74,0.754
COU_7_0934,7,Dusseldorf,scooter,suspended,0,0.00,0.00,62.89,1069.08,0.00,0.762,0.797
COU_7_0935,7,Dusseldorf,scooter,active,0,0.00,0.00,49.31,591.72,0.00,0.753,0.745
COU_7_0936,7,Dusseldorf,bike,suspended,0,0.00,0.00,53.52,749.27,0.00,0.706,0.803
COU_7_0937,7,Dusseldorf,scooter,active,0,0.00,0.00,56.42,789.85,0.00,0.728,0.812
COU_7_0938,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,45.71,319.97,0.00,0.798,0.7
COU_7_0939,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,57.92,752.96,0.00,0.688,0.734
COU_7_0941,7,Dusseldorf,scooter,suspended,0,0.00,0.00,50.45,807.23,0.00,0.739,0.807
COU_7_0942,7,Dusseldorf,bicycle,active,0,0.00,0.00,63.58,763.01,0.00,0.772,0.762
COU_7_0943,7,Dusseldorf,scooter,inactive,0,0.00,0.00,55.89,1006.07,0.00,0.781,0.756
COU_7_0944,7,Dusseldorf,bike,inactive,0,0.00,0.00,56.75,737.79,0.00,0.78,0.84
COU_7_0945,7,Dusseldorf,bicycle,churned,0,0.00,0.00,59.28,1007.79,0.00,0.759,0.764
COU_7_0947,7,Dusseldorf,car,churned,0,0.00,0.00,57.27,801.8,0.00,0.804,0.783
COU_7_0948,7,Dusseldorf,car,active,0,0.00,0.00,49.22,639.9,0.00,0.683,0.816
COU_7_0949,7,Dusseldorf,scooter,inactive,0,0.00,0.00,62.32,747.79,0.00,0.716,0.778
COU_7_0950,7,Dusseldorf,bike,suspended,0,0.00,0.00,51.27,820.37,0.00,0.787,0.754
COU_7_0951,7,Dusseldorf,car,active,0,0.00,0.00,56.13,785.81,0.00,0.744,0.775
COU_7_0952,7,Dusseldorf,scooter,suspended,0,0.00,0.00,53.88,969.9,0.00,0.758,0.82
COU_7_0953,7,Dusseldorf,scooter,churned,0,0.00,0.00,43.83,701.26,0.00,0.747,0.766
COU_7_0954,7,Dusseldorf,bike,active,0,0.00,0.00,55.31,829.62,0.00,0.712,0.779
COU_7_0955,7,Dusseldorf,bicycle,inactive,0,0.00,0.00,54.57,709.43,0.00,0.811,0.796
COU_7_0956,7,Dusseldorf,bike,active,0,0.00,0.00,55.89,558.94,0.00,0.791,0.751
COU_7_0957,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,50.92,712.94,0.00,0.749,0.799
COU_7_0958,7,Dusseldorf,car,suspended,0,0.00,0.00,47.06,658.88,0.00,0.757,0.809
COU_7_0959,7,Dusseldorf,bicycle,active,0,0.00,0.00,59,648.95,0.00,0.73,0.78
COU_7_0960,7,Dusseldorf,bicycle,active,0,0.00,0.00,42.02,504.28,0.00,0.716,0.731
COU_7_0961,7,Dusseldorf,scooter,active,0,0.00,0.00,55.61,778.6,0.00,0.705,0.819
COU_7_0962,7,Dusseldorf,scooter,inactive,0,0.00,0.00,40.88,449.7,0.00,0.729,0.789
COU_7_0963,7,Dusseldorf,bike,suspended,0,0.00,0.00,44.77,671.54,0.00,0.791,0.774
COU_7_0964,7,Dusseldorf,car,suspended,0,0.00,0.00,51.31,872.21,0.00,0.772,0.771
COU_7_0965,7,Dusseldorf,car,inactive,0,0.00,0.00,57.44,976.45,0.00,0.797,0.728
COU_7_0966,7,Dusseldorf,scooter,inactive,0,0.00,0.00,63.38,697.2,0.00,0.746,0.83
COU_7_0967,7,Dusseldorf,scooter,inactive,0,0.00,0.00,60.33,723.91,0.00,0.717,0.771
COU_7_0968,7,Dusseldorf,car,churned,0,0.00,0.00,53.68,912.57,0.00,0.752,0.804
COU_7_0969,7,Dusseldorf,bike,churned,0,0.00,0.00,54.69,765.6,0.00,0.721,0.762
COU_7_0970,7,Dusseldorf,scooter,active,0,0.00,0.00,54.79,821.87,0.00,0.762,0.833
COU_7_0972,7,Dusseldorf,bike,inactive,0,0.00,0.00,55.87,726.34,0.00,0.769,0.748
COU_7_0973,7,Dusseldorf,bike,suspended,0,0.00,0.00,45.58,455.8,0.00,0.817,0.804
COU_7_0974,7,Dusseldorf,bike,active,0,0.00,0.00,53.37,640.5,0.00,0.743,0.709
COU_7_0975,7,Dusseldorf,bicycle,inactive,0,0.00,0.00,60.96,853.38,0.00,0.793,0.82
COU_7_0976,7,Dusseldorf,bike,churned,0,0.00,0.00,59.84,837.79,0.00,0.725,0.759
COU_7_0977,7,Dusseldorf,scooter,active,0,0.00,0.00,62.55,875.65,0.00,0.694,0.715
COU_7_0979,7,Dusseldorf,scooter,active,0,0.00,0.00,56.5,791.04,0.00,0.758,0.723
COU_7_0980,7,Dusseldorf,bike,inactive,0,0.00,0.00,46,689.96,0.00,0.726,0.806
COU_7_0981,7,Dusseldorf,bike,suspended,0,0.00,0.00,42.8,556.46,0.00,0.759,0.796
COU_7_0982,7,Dusseldorf,car,churned,0,0.00,0.00,59.39,534.5,0.00,0.673,0.76
COU_7_0983,7,Dusseldorf,car,churned,0,0.00,0.00,53.59,750.3,0.00,0.724,0.773
COU_7_0984,7,Dusseldorf,bike,active,0,0.00,0.00,45.86,504.51,0.00,0.742,0.845
COU_7_0985,7,Dusseldorf,bicycle,active,0,0.00,0.00,52.82,633.89,0.00,0.792,0.827
COU_7_0986,7,Dusseldorf,bike,suspended,0,0.00,0.00,65.11,651.11,0.00,0.757,0.783
COU_7_0987,7,Dusseldorf,car,active,0,0.00,0.00,52.43,576.76,0.00,0.778,0.793
COU_7_0988,7,Dusseldorf,bicycle,suspended,0,0.00,0.00,45,675.04,0.00,0.812,0.804
COU_7_0989,7,Dusseldorf,bike,churned,0,0.00,0.00,52.87,793.06,0.00,0.75,0.792
COU_7_0990,7,Dusseldorf,scooter,churned,0,0.00,0.00,43.98,615.66,0.00,0.712,0.738
COU_7_0991,7,Dusseldorf,bicycle,churned,0,0.00,0.00,41.16,617.37,0.00,0.762,0.723
COU_7_0992,7,Dusseldorf,car,inactive,0,0.00,0.00,45.87,733.88,0.00,0.789,0.76
COU_7_0993,7,Dusseldorf,bike,active,0,0.00,0.00,36.33,436.01,0.00,0.8,0.77
COU_7_0994,7,Dusseldorf,scooter,suspended,0,0.00,0.00,44.55,623.7,0.00,0.77,0.764
COU_7_0995,7,Dusseldorf,bicycle,active,0,0.00,0.00,48.65,729.75,0.00,0.762,0.795
COU_7_0996,7,Dusseldorf,scooter,active,0,0.00,0.00,48.95,881.08,0.00,0.761,0.782
COU_7_0998,7,Dusseldorf,bicycle,active,0,0.00,0.00,52.38,785.68,0.00,0.734,0.783
COU_7_0999,7,Dusseldorf,car,inactive,0,0.00,0.00,49.78,696.96,0.00,0.743,0.754
COU_8_0800,8,Dortmund,scooter,suspended,0,0.00,0.00,55.81,837.11,0.00,0.722,0.771
COU_8_0801,8,Dortmund,bike,active,0,0.00,0.00,54.04,864.63,0.00,0.674,0.728
COU_8_0802,8,Dortmund,car,inactive,0,0.00,0.00,62.39,935.82,0.00,0.732,0.777
COU_8_0803,8,Dortmund,bike,churned,0,0.00,0.00,58.26,1048.73,0.00,0.755,0.814
COU_8_0804,8,Dortmund,scooter,active,0,0.00,0.00,49.01,833.21,0.00,0.732,0.806
COU_8_0805,8,Dortmund,car,inactive,0,0.00,0.00,55.95,783.32,0.00,0.788,0.839
COU_8_0806,8,Dortmund,bike,active,0,0.00,0.00,69.57,695.67,0.00,0.776,0.734
COU_8_0807,8,Dortmund,car,churned,0,0.00,0.00,56.02,728.24,0.00,0.723,0.778
COU_8_0808,8,Dortmund,car,suspended,0,0.00,0.00,61.65,863.13,0.00,0.752,0.774
COU_8_0809,8,Dortmund,bicycle,suspended,0,0.00,0.00,61.82,927.31,0.00,0.795,0.782
COU_8_0810,8,Dortmund,car,inactive,0,0.00,0.00,43.81,700.91,0.00,0.783,0.776
COU_8_0811,8,Dortmund,car,suspended,0,0.00,0.00,54.98,769.75,0.00,0.711,0.792
COU_8_0812,8,Dortmund,bike,active,0,0.00,0.00,50.74,710.3,0.00,0.767,0.798
COU_8_0813,8,Dortmund,bicycle,suspended,0,0.00,0.00,42.48,552.27,0.00,0.76,0.796
COU_8_0814,8,Dortmund,bike,inactive,0,0.00,0.00,48.37,628.76,0.00,0.712,0.76
COU_8_0815,8,Dortmund,car,suspended,0,0.00,0.00,51.43,977.17,0.00,0.739,0.785
COU_8_0816,8,Dortmund,bike,active,0,0.00,0.00,40.18,441.99,0.00,0.789,0.757
COU_8_0817,8,Dortmund,car,active,0,0.00,0.00,52.07,572.75,0.00,0.767,0.768
COU_8_0818,8,Dortmund,bike,inactive,0,0.00,0.00,44.4,621.65,0.00,0.77,0.829
COU_8_0819,8,Dortmund,bicycle,active,0,0.00,0.00,42.96,773.31,0.00,0.771,0.782
COU_8_0820,8,Dortmund,bike,churned,0,0.00,0.00,58.08,638.93,0.00,0.708,0.774
COU_8_0821,8,Dortmund,scooter,active,0,0.00,0.00,48.99,734.84,0.00,0.712,0.76
COU_8_0822,8,Dortmund,car,churned,0,0.00,0.00,54.56,654.74,0.00,0.749,0.817
COU_8_0823,8,Dortmund,bike,churned,0,0.00,0.00,56.94,797.09,0.00,0.708,0.747
COU_8_0824,8,Dortmund,bicycle,suspended,0,0.00,0.00,45.71,411.38,0.00,0.726,0.73
COU_8_0825,8,Dortmund,scooter,suspended,0,0.00,0.00,57.4,803.59,0.00,0.812,0.763
COU_8_0826,8,Dortmund,bike,churned,0,0.00,0.00,57.52,460.19,0.00,0.77,0.799
COU_8_0827,8,Dortmund,scooter,churned,0,0.00,0.00,48.27,579.28,0.00,0.71,0.733
COU_8_0828,8,Dortmund,bicycle,active,0,0.00,0.00,56.05,840.81,0.00,0.718,0.816
COU_8_0829,8,Dortmund,bicycle,inactive,0,0.00,0.00,50.1,601.18,0.00,0.744,0.758
COU_8_0830,8,Dortmund,bike,inactive,0,0.00,0.00,57.38,975.52,0.00,0.755,0.793
COU_8_0831,8,Dortmund,scooter,active,0,0.00,0.00,52.84,845.5,0.00,0.759,0.806
COU_8_0832,8,Dortmund,bike,inactive,0,0.00,0.00,61.47,1106.55,0.00,0.78,0.784
COU_8_0833,8,Dortmund,bike,active,0,0.00,0.00,49.12,491.2,0.00,0.756,0.741
COU_8_0834,8,Dortmund,bike,inactive,0,0.00,0.00,54.2,541.98,0.00,0.742,0.759
COU_8_0835,8,Dortmund,bike,churned,0,0.00,0.00,47.43,664.03,0.00,0.762,0.772
COU_8_0836,8,Dortmund,bicycle,churned,0,0.00,0.00,60.14,721.72,0.00,0.767,0.768
COU_8_0837,8,Dortmund,bike,churned,0,0.00,0.00,50.55,707.67,0.00,0.754,0.806
COU_8_0838,8,Dortmund,bike,inactive,0,0.00,0.00,54.01,918.14,0.00,0.771,0.765
COU_8_0839,8,Dortmund,car,suspended,0,0.00,0.00,58.33,641.64,0.00,0.74,0.74
COU_8_0840,8,Dortmund,car,active,0,0.00,0.00,56.8,624.84,0.00,0.807,0.819
COU_8_0841,8,Dortmund,bike,active,0,0.00,0.00,50.5,757.45,0.00,0.805,0.796
COU_8_0842,8,Dortmund,scooter,churned,0,0.00,0.00,46.26,693.86,0.00,0.794,0.767
COU_8_0843,8,Dortmund,bike,churned,0,0.00,0.00,53.11,531.1,0.00,0.782,0.87
COU_8_0844,8,Dortmund,bike,churned,0,0.00,0.00,50.5,757.51,0.00,0.741,0.771
COU_8_0845,8,Dortmund,bike,inactive,0,0.00,0.00,47.92,622.99,0.00,0.737,0.826
COU_8_0846,8,Dortmund,car,churned,0,0.00,0.00,53.17,744.33,0.00,0.776,0.8
COU_8_0847,8,Dortmund,bike,active,0,0.00,0.00,47.47,664.52,0.00,0.842,0.754
COU_8_0848,8,Dortmund,bicycle,active,0,0.00,0.00,49.83,597.91,0.00,0.758,0.789
COU_8_0849,8,Dortmund,bicycle,inactive,0,0.00,0.00,51.71,723.88,0.00,0.761,0.766
COU_8_0850,8,Dortmund,bicycle,active,0,0.00,0.00,47.2,613.57,0.00,0.734,0.744
COU_8_0851,8,Dortmund,bike,inactive,0,0.00,0.00,52.67,790.08,0.00,0.762,0.756
COU_8_0852,8,Dortmund,bike,inactive,0,0.00,0.00,40.27,604.09,0.00,0.755,0.719
COU_8_0853,8,Dortmund,car,churned,0,0.00,0.00,53.99,755.85,0.00,0.762,0.733
COU_8_0854,8,Dortmund,bicycle,churned,0,0.00,0.00,54.4,598.35,0.00,0.762,0.774
COU_8_0855,8,Dortmund,car,suspended,0,0.00,0.00,50.13,751.95,0.00,0.767,0.808
COU_8_0856,8,Dortmund,bicycle,suspended,0,0.00,0.00,48.4,580.82,0.00,0.768,0.764
COU_8_0857,8,Dortmund,bicycle,suspended,0,0.00,0.00,43.95,483.4,0.00,0.79,0.767
COU_8_0858,8,Dortmund,bicycle,churned,0,0.00,0.00,54.72,766.02,0.00,0.768,0.816
COU_8_0859,8,Dortmund,bicycle,suspended,0,0.00,0.00,56.53,960.99,0.00,0.749,0.785
COU_8_0860,8,Dortmund,scooter,inactive,0,0.00,0.00,57.53,690.34,0.00,0.757,0.778
COU_8_0861,8,Dortmund,scooter,suspended,0,0.00,0.00,54.29,597.21,0.00,0.754,0.795
COU_8_0862,8,Dortmund,scooter,inactive,0,0.00,0.00,46.64,792.85,0.00,0.772,0.788
COU_8_0863,8,Dortmund,car,churned,0,0.00,0.00,62.39,1060.69,0.00,0.737,0.763
COU_8_0864,8,Dortmund,scooter,suspended,0,0.00,0.00,58.49,877.29,0.00,0.768,0.788
COU_8_0865,8,Dortmund,scooter,churned,0,0.00,0.00,54.92,823.76,0.00,0.712,0.769
COU_8_0866,8,Dortmund,car,churned,0,0.00,0.00,42.52,425.24,0.00,0.784,0.784
COU_8_0867,8,Dortmund,bicycle,churned,0,0.00,0.00,52.88,581.68,0.00,0.747,0.809
COU_8_0868,8,Dortmund,bicycle,active,0,0.00,0.00,59.09,886.34,0.00,0.772,0.814
COU_8_0869,8,Dortmund,bicycle,active,0,0.00,0.00,65.44,719.87,0.00,0.696,0.812
COU_8_0870,8,Dortmund,bicycle,churned,0,0.00,0.00,46.59,605.65,0.00,0.771,0.816
COU_8_0871,8,Dortmund,car,inactive,0,0.00,0.00,44.08,484.85,0.00,0.806,0.762
COU_8_0872,8,Dortmund,bicycle,active,0,0.00,0.00,62.88,1006.1,0.00,0.738,0.757
COU_8_0873,8,Dortmund,scooter,inactive,0,0.00,0.00,54.08,648.98,0.00,0.724,0.746
COU_8_0874,8,Dortmund,scooter,active,0,0.00,0.00,46.66,653.21,0.00,0.764,0.728
COU_8_0875,8,Dortmund,bicycle,active,0,0.00,0.00,42.52,467.69,0.00,0.737,0.814
COU_8_0876,8,Dortmund,scooter,inactive,0,0.00,0.00,46.97,610.56,0.00,0.768,0.794
COU_8_0877,8,Dortmund,car,suspended,0,0.00,0.00,58.06,754.82,0.00,0.776,0.743
COU_8_0878,8,Dortmund,bicycle,churned,0,0.00,0.00,57.9,694.78,0.00,0.72,0.852
COU_8_0879,8,Dortmund,car,churned,0,0.00,0.00,49.81,647.54,0.00,0.744,0.773
COU_8_0880,8,Dortmund,bicycle,suspended,0,0.00,0.00,60.07,841.03,0.00,0.804,0.775
COU_8_0881,8,Dortmund,bike,active,0,0.00,0.00,53.87,861.84,0.00,0.746,0.757
COU_8_0882,8,Dortmund,bicycle,inactive,0,0.00,0.00,64.56,1097.53,0.00,0.767,0.777
COU_8_0883,8,Dortmund,bike,active,0,0.00,0.00,65.18,977.63,0.00,0.757,0.802
COU_8_0884,8,Dortmund,scooter,suspended,0,0.00,0.00,53.09,796.28,0.00,0.721,0.735
COU_8_0885,8,Dortmund,bike,active,0,0.00,0.00,61.7,863.73,0.00,0.735,0.771
COU_8_0886,8,Dortmund,bike,inactive,0,0.00,0.00,51.96,883.29,0.00,0.729,0.799
COU_8_0887,8,Dortmund,car,suspended,0,0.00,0.00,62.72,752.61,0.00,0.813,0.783
COU_8_0888,8,Dortmund,bicycle,suspended,0,0.00,0.00,51.68,775.13,0.00,0.713,0.758
COU_8_0889,8,Dortmund,bicycle,churned,0,0.00,0.00,60.23,1144.44,0.00,0.763,0.758
COU_8_0890,8,Dortmund,bike,inactive,0,0.00,0.00,48.85,732.76,0.00,0.723,0.788
COU_8_0891,8,Dortmund,bike,suspended,0,0.00,0.00,55.6,722.85,0.00,0.777,0.768
COU_8_0892,8,Dortmund,scooter,churned,0,0.00,0.00,50.44,857.47,0.00,0.696,0.768
COU_8_0893,8,Dortmund,scooter,suspended,0,0.00,0.00,48.62,680.65,0.00,0.768,0.756
COU_8_0894,8,Dortmund,bicycle,inactive,0,0.00,0.00,61.1,733.21,0.00,0.794,0.782
COU_8_0895,8,Dortmund,car,inactive,0,0.00,0.00,48.54,825.18,0.00,0.75,0.733
COU_8_0896,8,Dortmund,car,churned,0,0.00,0.00,46.21,600.69,0.00,0.773,0.801
COU_8_0897,8,Dortmund,bike,inactive,0,0.00,0.00,57.9,752.71,0.00,0.77,0.756
COU_8_0898,8,Dortmund,scooter,churned,0,0.00,0.00,45.14,677.09,0.00,0.766,0.813
COU_8_0899,8,Dortmund,scooter,churned,0,0.00,0.00,56.88,967.01,0.00,0.736,0.77
COU_8_0900,8,Dortmund,bike,active,0,0.00,0.00,69.13,898.67,0.00,0.762,0.74
COU_8_0901,8,Dortmund,car,churned,0,0.00,0.00,57.55,978.35,0.00,0.765,0.786
COU_8_0902,8,Dortmund,bicycle,active,0,0.00,0.00,63.16,694.73,0.00,0.734,0.735
COU_8_0903,8,Dortmund,scooter,churned,0,0.00,0.00,54.04,756.59,0.00,0.707,0.744
COU_8_0904,8,Dortmund,bicycle,active,0,0.00,0.00,50.26,753.95,0.00,0.7,0.815
COU_8_0905,8,Dortmund,bicycle,churned,0,0.00,0.00,61.48,983.68,0.00,0.736,0.746
COU_8_0906,8,Dortmund,bike,inactive,0,0.00,0.00,41.03,697.45,0.00,0.773,0.808
COU_8_0907,8,Dortmund,bicycle,active,0,0.00,0.00,58.84,706.07,0.00,0.776,0.73
COU_8_0908,8,Dortmund,car,suspended,0,0.00,0.00,51.54,618.51,0.00,0.699,0.806
COU_8_0909,8,Dortmund,car,suspended,0,0.00,0.00,54.86,548.6,0.00,0.763,0.791
COU_8_0910,8,Dortmund,bicycle,churned,0,0.00,0.00,47.66,762.51,0.00,0.688,0.804
COU_8_0911,8,Dortmund,scooter,churned,0,0.00,0.00,54,540.01,0.00,0.765,0.847
